9986:
 num     #instances         #bytes  class name (module)
 271:           677          21664  java.lang.ref.ReferenceQueue (java.base@21.0.12.1)
 272:           677          21664  jdk.internal.reflect.MethodHandleIntegerFieldAccessorImpl (java.base@21.0.12.1)
 273:           338          21632  sun.security.ssl.CipherSuite (java.base@21.0.12.1)
 274:           449          21552  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.12.1)
 275:           525          21000  net.minecraft.util.CubicSpline$Multipoint
 276:          1307          20912  com.mojang.serialization.Encoder$4
 277:           867          20808  [Lsun.security.x509.AVA; (java.base@21.0.12.1)
 278:           867          20808  sun.security.x509.AVA (java.base@21.0.12.1)
 279:           867          20808  sun.security.x509.RDN (java.base@21.0.12.1)
 280:           323          20672  java.security.Provider$Service (java.base@21.0.12.1)
 281:           320          20480  it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap
 282:           634          20288  org.objectweb.asm.Type
 283:           840          20160  java.security.Provider$ServiceKey (java.base@21.0.12.1)
 284:           314          20072  [Ljava.util.Map$Entry; (java.base@21.0.12.1)
 285:           832          19968  org.bukkit.craftbukkit.block.impl.CraftFence
 286:           498          19920  java.util.IdentityHashMap (java.base@21.0.12.1)
 287:           603          19296  net.minecraft.world.level.levelgen.structure.pools.LegacySinglePoolElement
 288:           785          18840  com.mojang.serialization.Encoder$1
 289:           783          18792  net.minecraft.world.level.biome.MobSpawnSettings$SpawnerData
 290:           781          18744  com.google.common.collect.ImmutableSortedMap$1EntrySet
 291:           778          18672  org.bukkit.craftbukkit.block.data.CraftBlockData
 292:          1166          18656  org.bukkit.craftbukkit.block.CraftBlockType$$Lambda/0x00007f91d89cdaf8
 293:          1166          18656  org.bukkit.craftbukkit.block.CraftBlockType$$Lambda/0x00007f91d89cdd38
 294:           290          18560  java.net.URL (java.base@21.0.12.1)
 295:          1153          18448  net.minecraft.nbt.IntTag
 296:          1153          18448  net.minecraft.nbt.ShortTag
 297:           768          18432  org.bukkit.craftbukkit.block.impl.CraftCalibratedSculkSensor
 298:           768          18432  org.bukkit.craftbukkit.block.impl.CraftFenceGate
 299:           768          18432  org.bukkit.craftbukkit.block.impl.CraftStandingSign
 300:           558          17856  it.unimi.dsi.fastutil.ints.Int2ObjectAVLTreeMap$Entry
 301:           556          17792  it.unimi.dsi.fastutil.ints.IntAVLTreeSet$Entry
 302:          1111          17776  java.util.concurrent.locks.ReentrantLock (java.base@21.0.12.1)
 303:           555          17760  com.google.common.collect.MapMakerInternalMap$WeakKeyDummyValueEntry
 304:          1098          17568  net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder
 305:             2          17440  [Lcom.mojang.serialization.Dynamic;
 306:           725          17400  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.12.1)
 307:          1087          17392  com.mojang.serialization.Decoder$$Lambda/0x00007f91d81b15b0
 308:          1086          17376  com.mojang.serialization.codecs.RecordCodecBuilder$Instance
 309:           724          17376  net.minecraft.world.level.levelgen.SurfaceRules$TestRuleSource
 310:           720          17280  com.mojang.serialization.Encoder$2
 311:           127          17272  sun.nio.fs.UnixFileAttributes (java.base@21.0.12.1)
 312:           719          17256  net.minecraft.world.level.storage.loot.providers.number.UniformGenerator
 313:          1078          17248  com.mojang.serialization.codecs.RecordCodecBuilder$$Lambda/0x00007f91d81c4000
 314:           358          17184  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.12.1)
 315:           531          16992  net.minecraft.world.level.levelgen.structure.pools.SinglePoolElement
 316:             2          16864  [Lorg.bukkit.Material;
 317:           701          16824  net.minecraft.world.item.crafting.ShapedRecipePattern$Data
 318:           699          16776  net.minecraft.util.random.WeightedList
 319:           696          16704  org.bukkit.craftbukkit.block.impl.CraftSlab
 320:          1041          16656  it.unimi.dsi.fastutil.chars.CharImmutableList
 321:           346          16608  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@21.0.12.1)
 322:           691          16584  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.12.1)
 323:           516          16512  java.lang.ref.WeakReference (java.base@21.0.12.1)
 324:           202          16160  io.papermc.paper.command.brigadier.ShadowBrigNode
 325:           672          16128  org.bukkit.craftbukkit.block.impl.CraftButton
 326:           997          15952  com.google.common.collect.SingletonImmutableList
 327:           652          15648  java.util.OptionalInt (java.base@21.0.12.1)
 328:           640          15360  org.bukkit.craftbukkit.block.impl.CraftWeatheringCopperStair
 329:           479          15328  java.util.Hashtable$Entry (java.base@21.0.12.1)
 330:           317          15216  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.12.1)
 331:           630          15120  java.util.LinkedList$Node (java.base@21.0.12.1)
 332:           945          15120  net.minecraft.util.CubicSpline$Constant
 333:           472          15104  com.mojang.datafixers.types.templates.Hook$HookType
 334:           627          15048  java.util.jar.Attributes$Name (java.base@21.0.12.1)
 335:           627          15048  net.minecraft.tags.TagKey
 336:           625          15000  net.minecraft.nbt.SnbtGrammar$IntegerSuffix
 337:           143          14872  java.util.jar.JarFile$JarFileEntry (java.base@21.0.12.1)
 338:           927          14832  net.minecraft.util.parsing.packrat.Term$Alternative
 339:           168          14784  jdk.jfr.internal.PlatformEventType (jdk.jfr@21.0.12.1)
 340:           612          14688  net.minecraft.core.HolderSet$Named
 341:           449          14368  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@21.0.12.1)
 342:           173          13840  net.minecraft.world.level.block.Block
 343:           432          13824  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$$Lambda/0x00007f91d81c46d0
 344:           432          13824  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$3
 345:           344          13760  net.minecraft.world.level.levelgen.DensityFunctions$Ap2
 346:           555          13320  java.util.ImmutableCollections$Set12 (java.base@21.0.12.1)
 347:           544          13056  org.bukkit.craftbukkit.block.impl.CraftCandle
 348:           324          12960  [Ljava.util.HashSet; (java.base@21.0.12.1)
 349:           324          12960  jdk.jfr.internal.Control (jdk.jfr@21.0.12.1)
 350:           200          12800  org.bukkit.craftbukkit.command.VanillaCommandWrapper
 351:           526          12624  com.mojang.serialization.Decoder$2
 352:           524          12576  java.util.Arrays$ArrayList (java.base@21.0.12.1)
 353:           523          12552  net.minecraft.world.level.levelgen.SurfaceRules$BlockRuleSource
 354:           781          12496  com.google.common.collect.ImmutableSortedMap$1EntrySet$1
 355:           515          12360  com.google.common.collect.ImmutableSortedAsList
 356:           384          12288  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$NoResizeByteArrayFIFODeque
 357:           384          12288  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$NoResizeLongArrayFIFODeque
 358:           512          12288  org.bukkit.craftbukkit.block.impl.CraftBanner
 359:           512          12288  org.bukkit.craftbukkit.block.impl.CraftBed
 360:           512          12288  org.bukkit.craftbukkit.block.impl.CraftChiseledBookShelf
 361:           512          12288  org.bukkit.craftbukkit.block.impl.CraftWeatheringCopperDoor
 362:           512          12288  org.bukkit.craftbukkit.block.impl.CraftWeatheringCopperTrapDoor
 363:           381          12192  joptsimple.internal.AbbreviationMap
 364:           507          12168  java.time.Instant (java.base@21.0.12.1)
 365:           304          12160  com.mojang.serialization.codecs.RecordCodecBuilder$Instance$5
 366:           376          12032  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.12.1)
 367:           500          12000  org.jline.reader.impl.history.DefaultHistory$EntryImpl
 368:           299          11960  org.apache.logging.log4j.core.Logger$PrivateConfig
 369:           298          11920  net.minecraft.world.entity.npc.VillagerTrades$ItemsForEmeralds
